"","PANID","VEND","UNITS","OUTLET","DOLLARS","WEEK","ITEM","F","D","PR","VOL_EQ","SIZE","FLAVOR.SCENT","FORM","PACKAGE","PRODUCT.TYPE","STORE.LOCATION","ADDITIVES","TYPE.OF.FORMULAT","COLOR","COUNT","VENDORITEMCOUNT","Panelist.Type","Combined.Pre.Tax.Income.of.HH","Family.Size","HH_RACE","Type.of.Residential.Possession","COUNTY","HH_AGE","HH_EDU","HH_OCC","Age.Group.Applied.to.Male.HH","Education.Level.Reached.by.Male.HH","Occupation.Code.of.Male.HH","Male.Working.Hour.Code","MALE_SMOKE","Age.Group.Applied.to.Female.HH","Education.Level.Reached.by.Female.HH","Occupation.Code.of.Female.HH","Female.Working.Hour.Code","FEM_SMOKE","Number.of.Dogs","Number.of.Cats","Children.Group.Code","Marital.Status","Language","Number.of.TVs.Used.by.HH","Number.of.TVs.Hooked.to.Cable","HISP_FLAG","HISP_CAT","HH.Head.Race..RACE2.","HH.Head.Race..RACE3.","Microwave.Owned.by.HH","ZIPCODE","FIPSCODE","market.based.upon.zipcode","IRI.Geography.Number","EXT_FACT"
"3843","1232397","53100",1,"GR",2.39,1460,"32250","NONE",0,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3844","1232397","35000",2,"GR",2,1431,"51400","NONE",1,1,0.2875,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3845","1232397","53100",2,"GR",4.78,1460,"32250","NONE",0,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3846","1232397","35000",2,"GR",5.98,1427,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3847","1232397","35000",1,"GR",1.64,1447,"76494","NONE",0,1,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3848","1232397","53100",2,"GR",4.78,1460,"32250","NONE",0,0,0.4,"REGULAR","EXTRA FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3849","1232397","35000",4,"GR",4,1431,"51400","NONE",1,1,0.2875,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","WHITE",1,117,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3850","1232397","35000",1,"GR",1,1447,"76454","NONE",0,1,0.2875,"REGULAR","COOL MINT","LIQUID GEL","NEAT SQUEEZE DSPNSR","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHTN ANTC BRTH FRSH","BLU",1,117,0,3,5,"1",2,"C",4,4,13,7,9,11,7,".",4,4,13,1,"1",1,0,3,4,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3851","1232561","35000",1,"GR",2.99,1431,"74215","NONE",0,0,0.4,"REGULAR","VANILLA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,117,0,8,2,"1",2,"C",6,5,7,6,6,10,4,"0",6,5,7,2,"0",1,0,8,2,"1","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3852","1232561","35000",1,"GR",3.99,1460,"74307","NONE",2,1,0.4875,"REGULAR","MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","GN AN CV AN PL TR CN","GREEN & WHITE",1,117,0,8,2,"1",2,"C",6,5,7,6,6,10,4,"0",6,5,7,2,"0",1,0,8,2,"1","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3853","1232587","53100",1,"GR",2.5,1442,"32420","NONE",0,0,0.2688,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,6,1,"1",2,"C",6,8,10,7,9,11,7,".",6,8,10,4,"0",0,0,8,1,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"3854","1232603","35000",1,"GR",0.93,1472,"57097","A",2,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,0,10,3,"1",2,"C",6,4,1,6,5,10,4,"0",6,4,1,2,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3855","1232603","33200",2,"GR",1.28,1441,"20202","B",0,1,0.375,"REGULAR","ULTRA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","GREEN",1,54,0,10,3,"1",2,"C",6,4,1,6,5,10,4,"0",6,4,1,2,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3856","1232603","35000",2,"GR",1.86,1472,"74210","A",2,1,0.4,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","GREEN",1,117,0,10,3,"1",2,"C",6,4,1,6,5,10,4,"0",6,4,1,2,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3857","1232603","33200",2,"GR",1.28,1435,"20202","B",0,1,0.375,"REGULAR","ULTRA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","GREEN",1,54,0,10,3,"1",2,"C",6,4,1,6,5,10,4,"0",6,4,1,2,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3858","1232603","33200",3,"GR",1.5,1465,"41101","B",2,1,0.375,"REGULAR","ORIGINAL","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","MISSING",1,54,0,10,3,"1",2,"C",6,4,1,6,5,10,4,"0",6,4,1,2,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3859","1232611","37000",1,"GR",2,1460,"309","A",0,1,0.4,"REGULAR","FRESH MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY TRTR CTL","BLU",1,145,0,6,2,"1",2,"C",5,4,10,6,4,10,4,"0",5,4,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3860","1232611","37000",2,"DR",3.76,1430,"6223","B",0,1,0.2625,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED",1,145,0,6,2,"1",2,"C",5,4,10,6,4,10,4,"0",5,4,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3861","1232611","37000",2,"DR",3.76,1430,"32806","NONE",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,0,6,2,"1",2,"C",5,4,10,6,4,10,4,"0",5,4,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3862","1232611","37000",1,"GR",2,1460,"321","A",2,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","WHITE",1,145,0,6,2,"1",2,"C",5,4,10,6,4,10,4,"0",5,4,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3863","1232694","37000",1,"GR",3.99,1439,"6224","NONE",0,0,0.375,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED",1,145,0,10,5,"1",2,"C",4,5,1,5,7,1,3,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"3864","1232694","37000",1,"GR",3.49,1471,"6222","B",0,1,0.4875,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","BLU",1,145,0,10,5,"1",2,"C",4,5,1,5,7,1,3,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"3865","1232694","37000",1,"GR",2.99,1435,"6221","B",2,1,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","STANNOUS FLUORIDE","SNSTV ANTC ANT GNGV","BLU",1,145,0,10,5,"1",2,"C",4,5,1,5,7,1,3,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"3866","1232694","53100",1,"GR",2.74,1453,"34125","NONE",1,1,0.35,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","TRIPLE PROTECTION","RED WHITE & BLUE",1,39,0,10,5,"1",2,"C",4,5,1,5,7,1,3,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"3867","1232694","35000",2,"GR",6.98,1428,"76202","NONE",0,0,0.4875,"REGULAR","FRESH","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC ANTG ANTP","GREEN",1,117,0,10,5,"1",2,"C",4,5,1,5,7,1,3,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"3868","1232694","35000",3,"GR",2.94,1467,"57097","A",2,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,0,10,5,"1",2,"C",4,5,1,5,7,1,3,"0",4,5,1,3,"0",1,0,8,2,".","5","5","0",".","1",1,"1",1226,25003,1,1,1
"3869","1232702","37000",1,"GR",3.49,1447,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3870","1232702","37000",1,"GR",3.49,1457,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3871","1232702","37000",1,"GR",3.49,1441,"32807","NONE",0,0,0.5,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","BLUE & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3872","1232702","37000",1,"GR",2.06,1436,"32806","A",0,1,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3873","1232702","37000",1,"GR",2.99,1444,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3874","1232702","37000",1,"GR",2.99,1449,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3875","1232702","37000",2,"GR",6.98,1471,"30757","NONE",1,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3876","1232702","37000",1,"GR",3.49,1432,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3877","1232702","37000",1,"GR",2.99,1456,"32806","NONE",0,0,0.3875,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3878","1232702","37000",1,"GR",3.49,1455,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3879","1232702","37000",1,"GR",3.49,1468,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,7,5,"1",1,"C",4,4,1,5,6,9,3,"0",4,4,1,2,"0",0,0,8,2,".","5","5","0",".","1",1,"1",1201,25003,1,1,1
"3880","1233171","33200",1,"GR",3.27,1461,"18370","NONE",0,0,0.3938,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLRD AND BAKING SODA","ANTI CAVITY ANTIPLAQ","MISSING",1,54,0,10,2,"1",2,"C",5,4,1,5,4,1,2,"0",5,4,1,2,"0",0,0,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3881","1233171","37000",1,"GR",0.99,1429,"340","NONE",0,0,0.0531,"TRAVEL","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","CAVITY PROTECTION","WHITE",1,145,0,10,2,"1",2,"C",5,4,1,5,4,1,2,"0",5,4,1,2,"0",0,0,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3882","1233171","33200",1,"GR",4.29,1471,"71120","NONE",2,1,0.3281,"REGULAR","MISSING","PASTE","PUMP REFILL","TOOTHPASTE","SHELF STABLE","CALCIUM & FLUORIDE","WHITENING ANTI CAVTY","MISSING",1,54,0,10,2,"1",2,"C",5,4,1,5,4,1,2,"0",5,4,1,2,"0",0,0,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3883","1233171","33200",1,"GR",3.27,1442,"18053","NONE",0,0,0.375,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","MISSING",1,54,0,10,2,"1",2,"C",5,4,1,5,4,1,2,"0",5,4,1,2,"0",0,0,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3884","1233171","33200",1,"GR",1.29,1462,"20202","NONE",0,0,0.375,"REGULAR","ULTRA MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY","GREEN",1,54,0,10,2,"1",2,"C",5,4,1,5,4,1,2,"0",5,4,1,2,"0",0,0,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3885","1233171","33200",1,"GR",3.27,1436,"18053","NONE",0,0,0.375,"REGULAR","FRESH MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","MISSING",1,54,0,10,2,"1",2,"C",5,4,1,5,4,1,2,"0",5,4,1,2,"0",0,0,8,2,".","4","4","0",".","1",1,"1",1201,25003,1,1,1
"3886","1242578","37000",1,"GR",3.49,1467,"310","NONE",0,0,0.5125,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","WHITE",1,145,0,6,4,"1",2,"C",4,4,8,4,5,5,3,"1",4,4,8,2,"0",0,1,8,2,"1","4","0","0",".","1",1,"1",1237,25003,1,1,1
"3887","1242578","37000",2,"GR",2.98,1452,"321","A",0,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","WHITE",1,145,0,6,4,"1",2,"C",4,4,8,4,5,5,3,"1",4,4,8,2,"0",0,1,8,2,"1","4","0","0",".","1",1,"1",1237,25003,1,1,1
"3888","1242578","37000",1,"GR",1.88,1445,"11201","B",1,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORISTAT","ANTI CAVITY","MISSING",1,145,0,6,4,"1",2,"C",4,4,8,4,5,5,3,"1",4,4,8,2,"0",0,1,8,2,"1","4","0","0",".","1",1,"1",1237,25003,1,1,1
"3889","1242578","37000",2,"GR",2.98,1447,"11201","B",1,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORISTAT","ANTI CAVITY","MISSING",1,145,0,6,4,"1",2,"C",4,4,8,4,5,5,3,"1",4,4,8,2,"0",0,1,8,2,"1","4","0","0",".","1",1,"1",1237,25003,1,1,1
"3890","1242578","37000",1,"GR",2,1457,"321","A",0,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","WHITE",1,145,0,6,4,"1",2,"C",4,4,8,4,5,5,3,"1",4,4,8,2,"0",0,1,8,2,"1","4","0","0",".","1",1,"1",1237,25003,1,1,1
"3891","1242594","37000",1,"GR",3.49,1466,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,6,1,"1",2,"C",4,5,1,7,9,11,7,".",4,5,1,2,"0",0,1,8,5,".","2","2","0",".","1",1,".",1201,25003,1,1,1
"3892","1242594","35000",1,"GR",3.49,1470,"76452","NONE",0,0,0.375,"REGULAR","COOL MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHTN ANTC BRTH FRSH","BLU",1,117,0,6,1,"1",2,"C",4,5,1,7,9,11,7,".",4,5,1,2,"0",0,1,8,5,".","2","2","0",".","1",1,".",1201,25003,1,1,1
"3893","1242594","35000",1,"GR",3.99,1466,"52541","NONE",0,0,0.375,"REGULAR","MISSING","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","SNSTV WHTNNG ANT-CVT","MISSING",1,117,0,6,1,"1",2,"C",4,5,1,7,9,11,7,".",4,5,1,2,"0",0,1,8,5,".","2","2","0",".","1",1,".",1201,25003,1,1,1
"3894","1242594","35000",1,"GR",1.79,1431,"57097","A",1,1,0.4,"REGULAR","COOL MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,117,0,6,1,"1",2,"C",4,5,1,7,9,11,7,".",4,5,1,2,"0",0,1,8,5,".","2","2","0",".","1",1,".",1201,25003,1,1,1
"3895","1242602","37000",1,"GR",3,1430,"6224","A",1,1,0.375,"REGULAR","MISSING","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHT ANT ANTANTBRTFRS","RED",1,145,0,6,4,"1",2,"C",5,0,0,5,4,6,3,"1",5,6,1,3,".",1,0,8,2,".","2","2",".",".",".",1,"1",1226,25003,1,1,1
"3896","1242602","35000",1,"GR",1.79,1436,"56685","NONE",0,0,0.375,"REGULAR","CLEAN MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","BLU",1,117,0,6,4,"1",2,"C",5,0,0,5,4,6,3,"1",5,6,1,3,".",1,0,8,2,".","2","2",".",".",".",1,"1",1226,25003,1,1,1
"3897","1242826","35000",1,"GR",1.32,1456,"74220","NONE",0,1,0.5125,"REGULAR","CARIBBEAN COOL","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","BLU",1,117,0,12,2,"1",2,"C",5,6,4,5,5,7,3,"0",5,6,4,3,"0",2,0,8,2,".","5","5","0",".","1",1,"1",1225,25003,1,1,1
"3898","1242826","35000",1,"GR",2.09,1433,"52544","NONE",0,1,0.2875,"REGULAR","MILD BUBBLE FRUIT","PASTE","STANDING TUBE","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY","MISSING",1,117,0,12,2,"1",2,"C",5,6,4,5,5,7,3,"0",5,6,4,3,"0",2,0,8,2,".","5","5","0",".","1",1,"1",1225,25003,1,1,1
"3899","1242875","37000",1,"GR",1.29,1472,"38592","NONE",0,0,0.0531,"REGULAR","MINTY FRESH","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN & WHITE",1,145,6,6,1,"1",1,"C",6,4,4,7,9,11,7,".",6,4,4,2,"0",0,0,8,4,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"3900","1243782","35000",2,"GR",7.98,1460,"74127","NONE",0,0,0.4875,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHT ANT GNGTRTCNTANT","MISSING",1,117,0,12,2,"1",2,"C",5,7,2,5,8,10,4,"0",5,7,2,3,"1",0,0,8,2,".","5","2","0",".","1",1,"1",1226,25003,1,1,1
"3901","1244012","37000",1,"GR",3.49,1464,"30757","NONE",0,0,0.3875,"REGULAR","CLEAN MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","EXTR WHTNN TRTR CNTR","GREEN & WHITE",1,145,0,6,2,"1",2,"C",6,6,10,6,5,10,4,"0",6,6,10,4,"0",0,0,8,2,".","2","2","0",".","1",1,"1",1201,25003,1,1,1
"3902","1244145","37000",1,"GR",2.99,1475,"32024","NONE",0,0,0.4,"REGULAR","FRESH MINT","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHTNN TRT CTR AN CVT","BLUE & WHITE",1,145,0,6,4,"1",2,"C",4,4,4,5,7,2,3,"1",4,4,4,3,"0",1,1,8,2,".","2","2",".",".",".",1,"1",1201,25003,1,1,1
"3903","1244160","37000",1,"GR",2,1476,"391","A",1,1,0.4,"REGULAR","REGULAR","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","ANTI CAVITY TRTR CTL","WHITE",1,145,0,12,2,"1",2,"C",6,8,10,6,7,10,4,"0",6,8,10,4,"0",0,0,8,2,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
"3904","1244228","33200",1,"GR",1.71,1445,"81680","NONE",0,1,0.2188,"REGULAR","REFRESHING MINT","PASTE AND GEL","PUMP IN BOX","TOOTHPASTE","SHELF STABLE","BKSODA PEROXIDE FLRD","WHITENING ANTI CAVTY","BLUE & WHITE",1,54,0,7,2,"1",2,"C",4,4,13,4,5,7,3,"0",4,4,13,5,"0",0,2,8,2,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"3905","1244228","53100",1,"GR",0.91,1458,"33300","B",2,1,0.375,"REGULAR","REGULAR","PASTE AND GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","TRIPLE PROTECTION","RED WHITE & GREEN",1,39,0,7,2,"1",2,"C",4,4,13,4,5,7,3,"0",4,4,13,5,"0",0,2,8,2,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"3906","1244228","35000",1,"GR",2.88,1438,"74508","A",0,1,0.2625,"REGULAR","REGULAR","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC ANTG ANTP","MISSING",1,117,0,7,2,"1",2,"C",4,4,13,4,5,7,3,"0",4,4,13,5,"0",0,2,8,2,".","1","1","0",".","1",1,"1",1201,25003,1,1,1
"3907","1244442","37000",2,"GR",2.98,1452,"72823","A",0,1,0.4,"REGULAR","COOL MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTNN TRT CTR AN CVT","WHITE",1,145,0,8,3,"1",2,"C",4,5,4,4,4,1,3,".",4,5,4,3,"0",2,0,8,3,".","3","3","0",".","1",1,"1",1201,25003,1,1,1
