"","VEND","PANID","UNITS","OUTLET","DOLLARS","WEEK","ITEM","F","D","PR","VOL_EQ","SIZE","FLAVOR.SCENT","FORM","PACKAGE","PRODUCT.TYPE","STORE.LOCATION","ADDITIVES","TYPE.OF.FORMULAT","COLOR","COUNT","VENDORITEMCOUNT"
"4460","35000","1195156",1,"GR",3.49,1442,"76469","NONE",0,0,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4461","35000","1227249",1,"GR",3.49,1442,"76469","NONE",0,0,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4462","35000","1403162",1,"GR",3.49,1444,"76469","NONE",0,0,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4463","35000","1404251",2,"DR",5.58,1429,"76469","NONE",0,0,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4464","35000","1403246",1,"DR",2.5,1440,"76469","B",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4465","35000","1226233",2,"DR",2.78,1453,"76469","B",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4466","35000","1305284",1,"DR",1.86,1427,"76469","A",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4467","35000","1204768",2,"DR",3.1,1461,"76469","B",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4468","35000","1405670",1,"DR",1.39,1460,"76469","NONE",0,1,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","BREATH STRIPS","WHITENNG BRTH FRSHNR","GREEN",1,117
"4469","35000","1232397",2,"GR",5.98,1427,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4470","35000","1232397",2,"GR",2,1428,"76494","NONE",0,1,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4471","35000","1198309",1,"GR",2.99,1427,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4472","35000","1167536",1,"GR",1.82,1456,"76494","NONE",0,1,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4473","35000","1302422",1,"GR",2.99,1435,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4474","35000","1114967",1,"GR",1.64,1447,"76494","NONE",0,1,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4475","35000","1232397",1,"GR",1.64,1447,"76494","NONE",0,1,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4476","35000","1401299",1,"GR",2.99,1458,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4477","35000","1319210",1,"GR",3.49,1472,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4478","35000","3400192",1,"GR",3.25,1448,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4479","35000","1189993",1,"GR",2.99,1440,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4480","35000","1401299",1,"DR",2.79,1445,"76494","NONE",0,0,0.2875,"REGULAR","MINT","LIQUID GEL","PLASTIC BOTTLE","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","RED",1,117
"4481","35000","1104414",1,"GR",1.99,1440,"76499","B",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4482","35000","1249011",1,"GR",3.49,1445,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4483","35000","1307488",1,"GR",3.49,1446,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4484","35000","1404251",1,"GR",3.49,1473,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4485","35000","3150557",1,"GR",2.89,1443,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4486","35000","1124941",1,"GR",2.12,1428,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4487","35000","1193219",1,"GR",3.49,1466,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4488","35000","1167536",1,"GR",2.24,1430,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4489","35000","1318337",1,"GR",2.24,1430,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4490","35000","1311308",1,"GR",2.25,1431,"76499","B",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4491","35000","1117044",1,"GR",2.5,1437,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4492","35000","1185140",1,"GR",1.99,1442,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4493","35000","1408161",1,"GR",1,1443,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4494","35000","1207043",1,"GR",2.24,1450,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4495","35000","1109868",2,"GR",3.64,1456,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4496","35000","3182063",1,"GR",3.1,1433,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4497","35000","3111500",1,"GR",3.25,1450,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4498","35000","1169458",1,"GR",3.49,1435,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4499","35000","1115808",2,"GR",6.98,1435,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4500","35000","1204453",1,"GR",2.5,1447,"76499","B",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4501","35000","1160119",1,"GR",2.99,1436,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4502","35000","1129833",1,"GR",1.99,1439,"76499","B",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4503","35000","1123430",2,"GR",5,1447,"76499","B",1,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4504","35000","1109447",1,"GR",3.49,1455,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4505","35000","1312843",1,"GR",3.49,1461,"76499","NONE",2,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4506","35000","1131458",1,"GR",3.49,1462,"76499","NONE",2,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4507","35000","1141648",1,"GR",3.49,1462,"76499","NONE",2,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4508","35000","1134197",1,"GR",3.49,1470,"76499","NONE",2,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4509","35000","1403246",1,"DR",2.5,1440,"76499","B",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4510","35000","1226597",1,"GR",2.5,1441,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4511","35000","1199471",1,"GR",1.75,1444,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4512","35000","1124073",1,"GR",2.99,1450,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4513","35000","1154153",1,"GR",2.99,1455,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4514","35000","1129452",1,"GR",3.49,1427,"76499","NONE",1,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4515","35000","1407700",1,"GR",3.49,1440,"76499","NONE",0,1,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4516","35000","1141994",1,"DR",2.79,1466,"76499","A",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4517","35000","1405670",1,"DR",2.79,1460,"76499","NONE",0,0,0.375,"REGULAR","MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHITENING ANTI CAVTY","PURPLE",1,117
"4518","35000","1143677",1,"GR",1.41,1444,"76502","NONE",0,1,0.375,"REGULAR","COOL MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","MISSING",1,117
"4519","35000","1143370",1,"GR",2,1443,"76502","NONE",2,1,0.375,"REGULAR","COOL MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","MISSING",1,117
"4520","35000","3140756",2,"GR",5.78,1443,"76505","NONE",0,0,0.375,"TWIN PACK","COOL MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,117
"4521","35000","3138511",1,"GR",2.89,1443,"76505","NONE",0,0,0.375,"TWIN PACK","COOL MINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHTN ANTC BRTH FRSH","BLUE & WHITE",1,117
"4522","35000","1316240",2,"GR",5.98,1427,"76506","NONE",0,0,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN & WHITE",1,117
"4523","35000","3303628",1,"GR",2.75,1465,"76506","NONE",0,0,0.375,"REGULAR","CLEAN MINT","GEL","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","FLUORIDE","WHITENING ANTI CAVTY","GREEN & WHITE",1,117
"4524","35000","1171280",1,"GR",3.49,1474,"76508","NONE",0,0,0.3625,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4525","35000","1189746",1,"GR",3.49,1477,"76508","NONE",0,0,0.3625,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4526","35000","1313098",2,"GR",5.64,1454,"76509","NONE",0,1,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4527","35000","1171280",1,"GR",3.49,1455,"76509","NONE",0,0,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4528","35000","1208405",1,"GR",2.99,1443,"76509","NONE",0,0,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4529","35000","1311308",1,"GR",2.99,1476,"76509","B",0,1,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4530","35000","1230318",1,"GR",3.49,1463,"76509","NONE",2,0,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4531","35000","1808683",1,"GR",3.49,1470,"76509","NONE",0,0,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4532","35000","1814822",1,"GR",2.99,1459,"76509","B",0,1,0.3625,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","WHTN ANTC BRTH FRSH","SPARKLE",1,117
"4533","35000","1143370",1,"GR",1.68,1440,"76510","A",1,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4534","35000","1202275",1,"GR",2.99,1476,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4535","35000","3829523",1,"DR",1.15,1444,"76510","A",2,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4536","35000","3343392",1,"DR",1.15,1444,"76510","A",2,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4537","35000","1160119",1,"GR",3.49,1461,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4538","35000","1810077",1,"GR",3.49,1476,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4539","35000","1168245",2,"DR",5.54,1452,"76510","A",0,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4540","35000","3840199",1,"DR",1,1444,"76510","A",0,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4541","35000","3162503",2,"DR",2,1444,"76510","A",0,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4542","35000","1408161",1,"GR",2.99,1439,"76510","NONE",2,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4543","35000","1140244",1,"GR",1.64,1440,"76510","A",0,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4544","35000","1199919",1,"GR",2.99,1447,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4545","35000","1227538",1,"GR",2.99,1450,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4546","35000","1222240",1,"GR",2.99,1455,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4547","35000","1189746",1,"DR",2.99,1467,"76510","A",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4548","35000","1219154",1,"DR",2.99,1467,"76510","A",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4549","35000","1161158",2,"DR",5.78,1473,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4550","35000","1145938",1,"DR",2.77,1452,"76510","A",0,1,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4551","35000","1111559",1,"DR",2.99,1463,"76510","NONE",0,0,0.25,"REGULAR","SPEARMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4552","35000","1222240",1,"GR",2.5,1441,"76511","B",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4553","35000","1307678",1,"GR",2.5,1441,"76511","B",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4554","35000","1199919",2,"GR",5.98,1447,"76511","NONE",0,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4555","35000","3840199",1,"DR",1.15,1444,"76511","A",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4556","35000","1408161",2,"GR",5.98,1439,"76511","NONE",2,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4557","35000","1193516",1,"GR",1.59,1440,"76511","A",2,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4558","35000","1139725",2,"GR",3.18,1440,"76511","A",2,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4559","35000","1208512",1,"GR",2.5,1441,"76511","B",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4560","35000","1122424",1,"DR",2.77,1452,"76511","A",0,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4561","35000","1197582",1,"DR",2.77,1452,"76511","A",0,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4562","35000","1142224",1,"DR",2.99,1463,"76511","NONE",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4563","35000","1224477",1,"GR",2.49,1449,"76511","B",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4564","35000","1164202",1,"GR",2.99,1456,"76511","NONE",0,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4565","35000","1226597",1,"GR",2.99,1457,"76511","NONE",0,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4566","35000","1180224",1,"GR",2.99,1470,"76511","NONE",0,0,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4567","35000","1244947",1,"GR",1.99,1477,"76511","B",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
"4568","35000","1807214",1,"GR",2.35,1444,"76511","B",0,1,0.25,"REGULAR","PEPPERMINT","PASTE","TUBE IN BOX","TOOTHPASTE","SHELF STABLE","SODIUM FLUORIDE","ANTI CAVITY FLUORIDE","SPARKLE",1,117
